lat,lon,tipo,nome
-15.7910545,-47.8868578,bicycle_rental,Setor Hoteleiro Norte - Estação 5
-15.7936161,-47.8814520,bicycle_rental,Rodoviária Leste - Estação 7
-15.7880741,-47.8947803,bicycle_rental,Torre de TV - Estação 4
-15.7911428,-47.8979008,bicycle_rental,Funarte - Estação 17
-15.7863793,-47.9100811,bicycle_rental,Praça CLDF - Estação 2
-15.7884058,-47.8792192,dentist,CINN Odontologia
-15.8055859,-47.8900608,bicycle_rental,Metrô 102 Sul - Estação 22
-15.7951365,-47.8923980,internet_cafe,eduroam - Starbucks Venâncio Shopping
-15.7939282,-47.8819956,fast_food,Pastelaria Viçosa
-15.7940870,-47.8820607,fast_food,Subway
-15.7796643,-47.8874633,car_rental,Localiza
-15.7976724,-47.8940864,studio,SBT Brasília
-15.7772888,-47.8783154,bar,Origen Bar
-15.7831624,-47.8721072,fast_food,oi
-15.7932894,-47.8985722,fire_station,Bombeiros
-15.7986160,-47.8829894,food_court,Edifício Financial Center Park
-15.7877873,-47.8867908,police,Polícia Federal - Sede
-15.7910086,-47.8832190,dentist,Moov Alinhadores
-15.7906247,-47.9043804,school,Escola da Natureza
-15.7812477,-47.8900207,restaurant,Varanda do Sul - Asa Norte
-15.8060689,-47.8890215,pharmacy,Farmácia de Altos Custos - GDF
-15.7873805,-47.8827139,doctors,Centro de psiquiatria e psicologia Van Gogh
-15.8033817,-47.8858539,bar,MegaFireBlaze
-15.7906523,-47.8830027,restaurant,Outback Steakhouse
-15.7865822,-47.8891558,restaurant,Mania de Churrasco
-15.7939096,-47.8893991,fast_food,Espetinho do Raimundo's Grill
-15.7969418,-47.8942934,dentist,Digident Consultorio Odontologico
-15.8063056,-47.8815257,fast_food,Victor Hugo Lanches
-15.8062859,-47.8841281,restaurant,Cantinho Caseiro
-15.8049681,-47.8849469,restaurant,Brazilian China Restaurante
-15.8037334,-47.8958182,music_school,MiFáSol-Lá - Escola de Música para Bebês e Crianças
-15.7866721,-47.8874609,veterinary,Veterinário em Casa
-15.7833820,-47.8829070,dentist,Clínica Sorrir Odontologia
-15.7834283,-47.8823222,restaurant,Pizza Crek Brasília
-15.7833511,-47.8824351,dentist,Perio Vita Odontologia
-15.7832118,-47.8825373,restaurant,Shakkai Sushi
-15.7804970,-47.8819947,prep_school,IMP Concursos - Asa Norte
-15.7805459,-47.8820571,events_venue,N Produções
-15.7806622,-47.8820897,language_school,BRASAS English Course - Asa Norte
-15.7846595,-47.8849902,doctors,Galli
-15.7803504,-47.8761495,restaurant,Namastê Indian
-15.7806590,-47.8823936,restaurant,Patinho Feio Bar
-15.7938953,-47.9105402,events_venue,Oscarito Brasília
-15.8051677,-47.8902954,restaurant,Capital Pizzaria Express
-15.8091896,-47.9014072,restaurant,Yakiton
-15.8091722,-47.9014241,bar,Biricutico
-15.7955375,-47.8892740,restaurant,Ssam Korean Steakhouse
-15.7792467,-47.8890051,arts_centre,Casa da Cultura Brasília
-15.8069109,-47.8988275,restaurant,Restaurante Tempero De Casa
-15.8048696,-47.9015944,cafe,Mais1 Café
-15.8091572,-47.9014382,fast_food,Las Chicas
